timestamp,ax,ay,az,gx,gy,gz,label
1790087591.705606,1841,109,4376,105,184,369,figure8
1790087591.7155755,1934,-2,4363,200,158,218,figure8
1790087591.7258098,1867,-179,4336,331,182,212,figure8
1790087591.735874,1979,-359,4280,497,182,190,figure8
1790087591.7457952,1711,-722,4243,744,233,265,figure8
1790087591.7560253,1645,-1058,4136,1048,216,184,figure8
1790087591.7659662,1670,-1052,4003,1391,179,17,figure8
1790087591.7759738,1498,-1031,3839,1732,187,-18,figure8
1790087591.786041,1368,-851,3597,2058,136,-55,figure8
1790087591.7957687,1278,-706,3319,2347,27,-3,figure8
1790087591.8055875,1112,-573,3098,2608,-90,84,figure8
1790087591.8160715,1140,-102,2827,2845,-284,183,figure8
1790087591.8260531,1251,-83,2475,3031,-473,503,figure8
1790087591.8358593,1328,33,2220,3222,-626,614,figure8
1790087591.8460755,1691,395,1858,3422,-836,573,figure8
1790087591.8560896,1928,769,1572,3607,-934,650,figure8
1790087591.866101,2335,1461,1305,3736,-983,634,figure8
1790087591.8761106,2736,2549,987,3794,-956,508,figure8
1790087591.88614,2564,4387,684,3737,-864,366,figure8
1790087591.895761,2409,6259,355,3276,-885,98,figure8
1790087591.9049256,2419,7152,336,2395,-1012,-160,figure8
1790087591.9147024,2630,6960,420,1350,-1179,-475,figure8
1790087591.9261491,2764,5806,543,385,-1329,-884,figure8
1790087591.9357061,2735,4743,735,-254,-1432,-1343,figure8
1790087591.9457877,2851,4358,856,-630,-1485,-1650,figure8
1790087591.955702,2487,4397,749,-912,-1430,-1560,figure8
1790087591.9657965,2288,5054,634,-1221,-1469,-1531,figure8
1790087591.9758933,2433,5506,511,-1695,-1555,-1587,figure8
1790087591.9858017,2446,5299,615,-2243,-1608,-1471,figure8
1790087591.9958925,3028,4896,693,-2824,-1654,-1324,figure8
1790087592.0057986,3037,4085,731,-3344,-1484,-767,figure8
1790087592.0157073,2546,3036,858,-3751,-1272,-121,figure8
1790087592.0259705,2236,1917,946,-3953,-1213,5,figure8
1790087592.0358915,2266,1031,1258,-3908,-1278,-144,figure8
1790087592.0457792,2481,280,1767,-3745,-1357,-344,figure8
1790087592.0558937,2672,-132,2188,-3473,-1380,-331,figure8
1790087592.065785,2534,-997,2852,-3300,-1344,-86,figure8
1790087592.0758986,3220,-1280,3140,-2866,-1474,112,figure8
1790087592.0857923,3373,-1464,3494,-2424,-1386,169,figure8
1790087592.0958922,3185,-1605,3668,-1938,-1237,290,figure8
1790087592.1058173,2991,-1795,3803,-1381,-1157,385,figure8
1790087592.1156816,2831,-1601,3855,-872,-1146,354,figure8
1790087592.1257775,2607,-1559,3888,-556,-1165,284,figure8
1790087592.1347098,2568,-1101,3970,-199,-1276,40,figure8
1790087592.1448476,2990,-195,4287,314,-1419,-298,figure8
1790087592.155946,3210,317,4362,518,-1408,-430,figure8
1790087592.1659381,3502,886,4276,585,-1371,-636,figure8
1790087592.174821,3533,1794,4040,510,-1273,-856,figure8
1790087592.1852393,3279,2220,4323,-99,-1150,-914,figure8
1790087592.1957223,3860,1739,4145,-602,-1167,-474,figure8
1790087592.205978,3650,1657,4157,-499,-992,173,figure8
1790087592.215929,3929,1872,4161,-477,-874,217,figure8
1790087592.2260096,3642,1407,4243,-470,-657,537,figure8
1790087592.236,3498,1097,4252,-414,-519,680,figure8
1790087592.2460175,3459,1054,4265,-349,-452,743,figure8
1790087592.2559721,3655,1125,4261,-360,-398,993,figure8
1790087592.2660291,3651,813,4205,-465,-262,1404,figure8
1790087592.275927,3473,230,4447,-513,-127,1665,figure8
1790087592.2860744,4999,538,3882,-468,-372,2020,figure8
1790087592.2947054,3459,-719,4201,-428,-198,3007,figure8
1790087592.3058038,3256,-1321,4041,-222,-269,2289,figure8
1790087592.3160043,3730,-1133,3867,159,-545,811,figure8
1790087592.3260648,3714,-1123,3695,713,-563,269,figure8
1790087592.3349283,3150,-1175,3579,1279,-454,182,figure8
1790087592.345816,2947,-1084,3311,1690,-515,-148,figure8
1790087592.3556998,2694,-1063,3168,2032,-581,-325,figure8
1790087592.3657904,2649,-1156,2952,2317,-649,-522,figure8
1790087592.374698,2600,-963,2768,2687,-702,-912,figure8
1790087592.3857937,2740,-490,2782,3078,-830,-1363,figure8
1790087592.3957045,3686,473,2574,3368,-1101,-1679,figure8
1790087592.404718,3764,884,2457,3328,-995,-1470,figure8
1790087592.415694,4065,1083,2503,3114,-870,-1312,figure8
1790087592.4257953,4488,1864,2213,2953,-691,-1306,figure8
1790087592.4356894,4709,3436,1875,2813,-303,-1124,figure8
1790087592.4461665,4517,4634,1939,2446,194,-657,figure8
1790087592.4558773,4623,5055,1805,1807,556,-308,figure8
1790087592.465754,4522,4731,2022,1161,947,142,figure8
1790087592.4759917,4072,4288,2118,564,1354,510,figure8
1790087592.4857824,3564,3286,1986,33,1696,684,figure8
1790087592.495863,3453,3559,2248,-232,1844,697,figure8
1790087592.5059304,3292,2598,2053,-635,1983,767,figure8
1790087592.5158854,3919,2881,2591,-792,2029,496,figure8
1790087592.52617,4268,2601,2513,-890,2234,469,figure8
1790087592.535887,4277,3242,2771,-676,2531,697,figure8
1790087592.5459085,4394,4044,2650,-792,2743,725,figure8
