timestamp,ax,ay,az,gx,gy,gz,label
1790087466.3822317,-299,4065,7337,616,-2231,-1004,circle
1790087466.3913429,-289,4212,7132,625,-2652,-651,circle
1790087466.4023912,127,3841,5939,310,-2625,-530,circle
1790087466.41127,742,2535,5525,-373,-2022,-580,circle
1790087466.421304,935,1690,5308,-634,-1244,-927,circle
1790087466.4312937,-18,2263,7678,-806,-971,-1148,circle
1790087466.4424613,2098,2273,6912,-1229,-2175,-827,circle
1790087466.4512815,796,1745,5655,-884,-2043,-115,circle
1790087466.462387,1545,1558,5859,-788,-1832,-523,circle
1790087466.4723113,1791,2276,6569,-371,-1591,-852,circle
1790087466.4823744,2667,2399,6327,-491,-1685,-861,circle
1790087466.492287,2895,1976,5846,-788,-1354,-774,circle
1790087466.5023904,2543,1686,5730,-1011,-720,-906,circle
1790087466.5124922,2841,1519,5579,-1168,-402,-1181,circle
1790087466.522406,3127,1370,5361,-1285,-178,-1352,circle
1790087466.5323017,3120,1155,5069,-1357,125,-1379,circle
1790087466.5412643,2525,940,4983,-1443,291,-1403,circle
1790087466.5525358,3092,786,4709,-1623,4,-1512,circle
1790087466.5626657,2816,403,4252,-1653,83,-1334,circle
1790087466.571282,2597,224,4155,-1619,239,-1285,circle
1790087466.581472,2717,-47,4012,-1519,290,-1207,circle
1790087466.5914934,2750,-13,3938,-1288,356,-1058,circle
1790087466.6026626,2760,267,4012,-1083,399,-917,circle
1790087466.6127448,2715,569,4132,-1039,447,-725,circle
1790087466.6226258,2670,669,4062,-1153,507,-482,circle
1790087466.6327252,2663,703,3994,-1228,526,-241,circle
1790087466.642638,2582,592,3742,-1293,523,-17,circle
1790087466.652518,2458,383,3569,-1284,519,124,circle
1790087466.6624103,2609,218,3408,-1237,495,144,circle
1790087466.672495,2799,84,3169,-1187,541,144,circle
1790087466.6825788,2881,-85,3011,-1133,662,171,circle
1790087466.6925194,2878,-211,2879,-1062,789,251,circle
1790087466.7025778,2808,-206,2799,-938,891,342,circle
1790087466.7124696,2769,-170,2754,-813,889,488,circle
1790087466.7225592,2634,-213,2592,-718,847,691,circle
1790087466.7324672,2586,-331,2441,-601,807,851,circle
1790087466.742647,2455,-445,2204,-456,865,959,circle
1790087466.7524714,2518,-573,1996,-253,945,1047,circle
1790087466.7623675,2471,-812,1773,-7,1081,1194,circle
1790087466.7727044,2280,-865,1609,297,1260,1314,circle
1790087466.782791,2201,-845,1420,596,1389,1429,circle
1790087466.792446,2301,-543,1276,925,1499,1518,circle
1790087466.8013983,2292,-252,1212,1198,1633,1613,circle
1790087466.8126116,2151,14,1184,1410,1775,1676,circle
1790087466.822533,1901,315,1184,1542,1886,1654,circle
1790087466.8326223,1650,710,1220,1663,1958,1599,circle
1790087466.8412797,1249,1072,1121,1701,2080,1595,circle
1790087466.8524952,485,1312,1066,1699,2198,1673,circle
1790087466.861387,-310,1782,1244,1686,2150,1550,circle
1790087466.872255,-1286,2177,1307,1695,1990,1498,circle
1790087466.8823507,-2203,2590,1452,1726,1790,1436,circle
1790087466.8922875,-2814,3092,1698,1741,1493,1353,circle
1790087466.902356,-3138,3534,2123,1663,1190,1251,circle
1790087466.911282,-3385,3862,2423,1510,930,1204,circle
1790087466.9212923,-3541,4088,2650,1293,669,1167,circle
1790087466.9312863,-3638,4211,2861,1042,394,1106,circle
1790087466.9425588,-3636,4061,2957,788,118,1076,circle
1790087466.9525297,-3509,3911,3102,575,-132,982,circle
1790087466.962572,-3645,4112,2568,433,-338,855,circle
1790087466.9723797,-2880,3656,4380,78,-464,429,circle
1790087466.9825914,-2929,3567,3601,472,-684,729,circle
1790087466.992724,-3113,3954,4228,461,-843,596,circle
1790087467.0012796,-2337,3819,4154,262,-1129,567,circle
1790087467.0126553,-2245,3329,4045,44,-1079,583,circle
1790087467.0226045,-2071,3088,4152,6,-1010,473,circle
1790087467.0312955,-1593,2956,4267,114,-1059,263,circle
1790087467.0426564,-1253,2957,4386,215,-977,75,circle
