timestamp,ax,ay,az,gx,gy,gz,label
1789897267.8800411,12246,5788,13268,203,-186,-75,idle
1789897267.8910694,12040,6126,13158,119,-68,-31,idle
1789897267.9007971,11828,5612,13100,-1,53,-9,idle
1789897267.9110942,11282,5718,13204,-74,149,3,idle
1789897267.921109,11392,5220,13082,-127,163,21,idle
1789897267.9309952,11634,4742,13236,-136,166,4,idle
1789897267.940148,11372,4694,13540,-108,176,-14,idle
1789897267.951015,11560,5174,13612,-54,143,-70,idle
1789897267.961228,11690,5090,13490,-14,142,-68,idle
1789897267.9712923,10894,5162,13344,-8,204,-43,idle
1789897267.9811628,10130,4986,13202,-20,220,4,idle
1789897267.9909785,10378,4732,12820,-74,177,-17,idle
1789897268.001154,10188,5032,12942,-123,198,4,idle
1789897268.0112274,10292,4916,13088,-163,181,0,idle
1789897268.0213244,10740,4822,13194,-183,149,-8,idle
1789897268.031142,10770,5010,13422,-197,168,11,idle
1789897268.041182,10652,4610,13568,-208,176,27,idle
1789897268.0512276,10818,4968,13712,-183,153,3,idle
1789897268.0610325,10802,4968,13566,-193,162,8,idle
1789897268.0711603,10302,3946,13726,-215,193,47,idle
1789897268.0810993,10236,4074,13694,-167,176,16,idle
1789897268.0909688,10378,4068,13658,-129,143,6,idle
1789897268.101057,10652,4136,13712,-104,134,-6,idle
1789897268.111352,10288,4264,13624,-82,161,-12,idle
1789897268.1211193,10282,4298,13516,-43,144,-23,idle
1789897268.131332,10742,4794,13504,-30,102,-52,idle
1789897268.1410391,10344,4078,13856,-41,137,-23,idle
1789897268.1508055,9678,4242,13920,6,117,-28,idle
1789897268.1608589,10190,4612,13592,47,7,-80,idle
1789897268.170978,10258,4126,13668,60,-18,-56,idle
1789897268.1810591,10114,4450,13714,94,-24,-46,idle
1789897268.190942,10670,4720,13620,96,-66,-65,idle
1789897268.2010489,11014,5114,13674,97,-47,-40,idle
1789897268.2111328,11080,5544,13628,89,-14,-16,idle
1789897268.2209854,10692,5212,13594,68,19,27,idle
1789897268.2308152,10434,5118,13676,80,2,57,idle
1789897268.241034,10936,4706,13820,109,-73,6,idle
1789897268.2513282,10856,4840,13784,194,-91,-86,idle
1789897268.2600806,10704,5710,13872,238,-94,-108,idle
1789897268.2700958,11044,4362,12802,137,-44,-189,idle
1789897268.280944,9806,4038,13502,76,134,-93,idle
1789897268.2910578,9614,4546,13434,64,135,-155,idle
1789897268.301212,10352,5188,13122,58,43,-170,idle
1789897268.31127,10422,5500,13170,37,41,-104,idle
1789897268.3211362,10598,5998,13356,-18,48,-62,idle
1789897268.3312647,10930,5686,13450,-117,61,-47,idle
1789897268.3411593,10322,5456,13690,-169,118,3,idle
1789897268.3510876,10384,5208,13810,-189,93,13,idle
1789897268.3611002,10566,4694,13664,-194,66,8,idle
1789897268.3710666,10122,4882,13626,-164,82,27,idle
1789897268.3811,10470,4818,13630,-168,56,20,idle
1789897268.3911011,10514,4508,13730,-162,77,33,idle
1789897268.4010818,10232,4808,13840,-120,96,33,idle
1789897268.4109964,10074,4734,13544,-81,74,30,idle
1789897268.4209447,10004,5002,13486,-65,61,30,idle
1789897268.4311218,10242,4824,13454,-100,46,22,idle
1789897268.441065,9922,4436,13606,-118,73,39,idle
1789897268.4511278,10166,4530,13812,-101,49,27,idle
1789897268.460929,10640,4858,13794,-89,36,13,idle
1789897268.4710262,10476,4838,13900,-78,65,25,idle
1789897268.4809277,10512,4938,13772,-53,47,1,idle
1789897268.4909863,10686,5320,13688,-37,24,-8,idle
1789897268.5008657,10580,5040,13702,-49,31,2,idle
1789897268.510939,10328,5050,13762,-37,24,-4,idle
1789897268.521035,10374,4728,13664,-21,-3,-16,idle
1789897268.5307522,10282,5084,13620,-4,6,-12,idle
1789897268.5410202,10386,5006,13438,-54,16,-10,idle
1789897268.5509453,10248,4934,13634,-110,53,13,idle
1789897268.5608413,9972,3652,13920,-123,68,30,idle
1789897268.5709252,9794,2986,14044,-16,25,-11,idle
1789897268.5810354,9302,4150,13482,142,-19,-41,idle
