timestamp,ax,ay,az,gx,gy,gz,label
1790002732.0837765,3187,-1557,3327,583,1831,493,shake
1790002732.093506,2537,-1260,3699,990,2604,623,shake
1790002732.103556,1804,-815,3939,1339,3230,682,shake
1790002732.1136763,976,-440,4311,1644,3651,737,shake
1790002732.1235085,284,184,4602,1835,3819,624,shake
1790002732.13345,-1135,407,4911,1781,3985,560,shake
1790002732.1437936,-1351,873,5456,1849,3409,519,shake
1790002732.1536422,-1400,420,4530,1933,2685,576,shake
1790002732.1635435,-1739,1292,4652,1802,2226,94,shake
1790002732.1735864,-2039,1203,4674,1193,1679,91,shake
1790002732.1835153,-2295,1113,4648,656,1134,-41,shake
1790002732.1934202,-2146,1121,4705,263,382,-51,shake
1790002732.2033284,-1809,889,4825,-66,-344,34,shake
1790002732.2136183,-1523,859,4636,-291,-957,85,shake
1790002732.2225688,-874,587,4541,-584,-1537,-304,shake
1790002732.232615,-247,572,4405,-701,-1883,-378,shake
1790002732.2433465,31,277,4981,-830,-1882,-358,shake
1790002732.25344,683,-51,4105,-822,-1941,-274,shake
1790002732.2636588,522,147,4391,-344,-1522,-163,shake
1790002732.273649,737,-433,4412,-468,-1526,-58,shake
1790002732.282599,2090,-396,3699,-333,-1968,-39,shake
1790002732.2933037,1242,-723,4332,-183,-1301,-141,shake
1790002732.3035827,784,-526,3192,99,-1135,-303,shake
1790002732.3136773,556,198,4037,167,-1137,-779,shake
1790002732.3236022,680,-180,4883,250,-1259,-16,shake
1790002732.3325243,1986,-407,4767,316,-1368,-205,shake
1790002732.3435385,2336,138,4463,534,-719,-474,shake
1790002732.3534186,1366,415,4437,689,239,120,shake
1790002732.3631363,385,631,4652,600,696,549,shake
1790002732.373408,259,360,4859,455,542,741,shake
1790002732.3831158,490,631,4624,425,308,564,shake
1790002732.3934054,590,836,4374,253,228,502,shake
1790002732.4033005,768,548,4273,-72,229,417,shake
1790002732.4134157,970,276,4307,-269,268,392,shake
1790002732.4234998,900,-58,4177,-340,403,402,shake
1790002732.4334104,441,-114,4359,-298,570,351,shake
1790002732.44352,288,-175,4356,-192,477,305,shake
1790002732.4531152,355,-164,4449,-88,278,99,shake
1790002732.4629674,472,91,4489,39,127,-221,shake
1790002732.4730518,729,290,4553,142,59,-187,shake
1790002732.4831967,878,420,4588,185,133,-58,shake
1790002732.4932456,1048,456,4633,173,274,114,shake
1790002732.5032,1114,335,4499,130,491,337,shake
1790002732.5131018,778,205,4419,110,796,475,shake
1790002732.5230303,357,58,4399,109,941,452,shake
1790002732.5333297,338,-137,4425,165,843,447,shake
1790002732.5431507,353,65,4410,300,741,340,shake
1790002732.5532289,298,173,4442,351,723,228,shake
1790002732.5632968,143,160,4450,399,710,256,shake
1790002732.5733464,-148,399,4593,457,666,136,shake
1790002732.5832832,-319,792,4768,472,514,24,shake
1790002732.59308,-339,789,4780,390,278,14,shake
1790002732.6031766,-316,870,4839,253,76,-162,shake
1790002732.613708,-384,1016,4839,131,-111,-248,shake
1790002732.623786,1229,249,4486,-227,-570,-293,shake
1790002732.6332612,939,637,4477,-311,-33,-722,shake
1790002732.6433496,-498,991,4887,-310,514,-439,shake
1790002732.6535273,-706,671,4613,-520,173,-607,shake
1790002732.6633682,-34,260,4464,-528,-430,-646,shake
1790002732.6734655,-69,435,4539,-447,-612,-692,shake
1790002732.6833682,459,24,4569,-485,-794,-785,shake
1790002732.6925092,1092,-308,4320,-391,-842,-557,shake
1790002732.702338,1701,-352,4023,-212,-686,-297,shake
1790002732.7135708,1993,-403,3773,-37,-330,-23,shake
1790002732.7235143,1902,-466,3544,141,130,197,shake
1790002732.733259,2015,-585,3768,309,512,298,shake
1790002732.7434402,1792,-627,3779,411,1003,102,shake
1790002732.7534919,900,-497,3754,576,1502,-79,shake
1790002732.763686,1686,-306,4671,779,1635,-331,shake
1790002732.7732766,736,-14,3815,780,2112,-631,shake
1790002732.7835464,750,363,4148,939,2365,-318,shake
1790002732.7932503,60,798,4266,980,2825,-392,shake
1790002732.8035827,-584,968,4379,951,2976,-164,shake
1790002732.8135064,-1475,1547,4471,941,2918,152,shake
1790002732.8237646,-2107,1831,4768,755,2546,455,shake
1790002732.8335035,-3028,2240,4570,387,2043,457,shake
1790002732.8437397,-3933,2137,4518,-72,1373,447,shake
1790002732.8536758,-4444,2182,4823,-389,427,248,shake
1790002732.862574,-4424,3190,4956,-818,-844,-66,shake
1790002732.873685,-3575,2475,4575,-1962,-2050,-408,shake
1790002732.883674,-3992,2239,5213,-2482,-2824,-480,shake
1790002732.893589,-1728,2034,4783,-2751,-4174,-535,shake
1790002732.9026093,-677,977,4924,-2972,-4553,-88,shake
1790002732.9133205,-384,276,4341,-3010,-4635,-152,shake
1790002732.9234319,1330,-312,3822,-2862,-5036,-482,shake
1790002732.9335835,3153,-1287,3068,-2631,-4874,-557,shake
1790002732.9436183,5016,-2693,2345,-2180,-4182,-297,shake
1790002732.9537098,6411,-3557,1779,-1439,-2962,-276,shake
1790002732.9634173,7521,-4392,698,-562,-1319,-208,shake
1790002732.973662,7270,-3980,829,286,849,-325,shake
1790002732.982563,5894,-3340,1382,1151,3021,-73,shake
1790002732.9933162,3952,-2442,2569,1812,4719,-172,shake
1790002733.0034328,1850,-1560,2707,2345,5791,-631,shake
1790002733.0125697,1217,-40,2675,2726,6161,-1214,shake
1790002733.0235593,551,615,2736,2908,6616,-844,shake
1790002733.0336819,-1183,1366,3111,3170,7035,54,shake
1790002733.042604,-3179,2038,3740,3101,6893,494,shake
1790002733.0525684,-5106,2740,4388,2724,5879,740,shake
1790002733.062419,-5785,3511,4678,2009,4107,700,shake
1790002733.073826,-6076,2932,4767,878,2293,544,shake
1790002733.0837731,-5133,3019,4107,216,683,432,shake
1790002733.093613,-5035,2822,4059,-604,47,-251,shake
1790002733.103586,-4378,1542,4525,-1013,-387,-177,shake
1790002733.1134732,-2656,1970,4780,-738,-905,-223,shake
1790002733.1236043,-1993,2074,4226,-1004,-880,-332,shake
1790002733.1335113,-2019,1136,4604,-1578,-884,-232,shake
1790002733.143437,-1088,822,4426,-1727,-1401,-56,shake
1790002733.1524656,-450,568,4045,-1782,-1566,119,shake
1790002733.162478,-501,511,3639,-1800,-1409,289,shake
1790002733.173886,-40,672,3434,-1864,-1341,314,shake
1790002733.183504,-238,209,3771,-2040,-988,217,shake
1790002733.193555,-511,74,3762,-1994,-714,170,shake
1790002733.2036,-702,510,3791,-1862,-688,-81,shake
1790002733.2125306,-951,883,3156,-2153,-689,-263,shake
1790002733.2225509,-882,420,3364,-2701,-782,-244,shake
1790002733.2334485,-822,-966,4363,-3148,-876,-586,shake
1790002733.2435994,-741,-1342,4500,-3183,-892,-1019,shake
1790002733.2534633,-930,-2309,5738,-2826,-862,-671,shake
1790002733.263613,-680,-2674,6082,-2289,-1001,-760,shake
1790002733.2735016,355,-3051,6101,-1461,-1161,-449,shake
1790002733.2825701,740,-2787,4934,-752,-798,-417,shake
1790002733.2937675,730,-2341,4117,-49,-172,-167,shake
1790002733.3036952,705,-2480,3624,382,410,-153,shake
1790002733.313449,599,-2355,3224,792,872,-256,shake
1790002733.3234205,1271,-1847,2997,1255,1084,-349,shake
1790002733.3334472,1970,-1589,2957,1559,1484,-243,shake
1790002733.3426392,1381,-1429,3261,1826,2397,179,shake
1790002733.353592,146,-1094,3624,2166,3166,602,shake
1790002733.3637493,-820,-598,3826,2587,3398,861,shake
1790002733.3725677,-1071,259,3702,2982,3294,1158,shake
1790002733.3834348,-2023,1102,3827,3070,3390,1299,shake
1790002733.3934577,-3984,1826,3871,2839,3334,1365,shake
1790002733.403416,-5975,2708,4155,2312,2545,1177,shake
1790002733.4123611,-7492,3053,4917,1176,1054,146,shake
1790002733.4225774,-7276,2704,5199,69,-1089,-412,shake
1790002733.4334776,-5550,2912,4996,-715,-3136,-903,shake
1790002733.4437573,-3884,2232,5188,-1540,-4311,-1179,shake
1790002733.453705,-3485,1752,4845,-2036,-4788,-1081,shake
1790002733.4637518,-2817,1486,4405,-2333,-5266,-1131,shake
1790002733.4736922,-1312,398,3778,-2551,-5786,-1177,shake
1790002733.483562,577,-215,3729,-2394,-5942,-1361,shake
1790002733.493655,3107,-1003,2850,-2185,-5627,-1734,shake
1790002733.5037773,6040,-1791,2365,-1826,-4686,-2090,shake
1790002733.5136611,7861,-2091,1650,-1342,-3178,-1826,shake
1790002733.5236096,7651,-2113,1121,-776,-1038,-598,shake
1790002733.53258,6200,-2730,1310,-261,1255,627,shake
1790002733.542361,5342,-2665,1711,474,2944,1208,shake
1790002733.553458,4454,-1571,1759,1243,4386,1609,shake
1790002733.5634162,2721,-1021,1766,1679,5996,2356,shake
1790002733.5737736,567,-906,1918,2013,7262,2892,shake
1790002733.583692,-712,462,1859,2308,7847,2866,shake
1790002733.5924594,-3280,146,2952,2173,8260,2563,shake
1790002733.6023948,-5623,490,3763,2560,7565,2318,shake
1790002733.6134262,-6699,2251,4130,3230,5588,2357,shake
1790002733.6233659,-7782,3245,4775,1857,1620,1107,shake
1790002733.6334772,-7006,3374,4713,814,72,215,shake
1790002733.6433547,-6374,2855,5104,-269,-694,-596,shake
1790002733.6534326,-6295,2201,5196,-963,-1221,-781,shake
1790002733.6637003,-5446,2066,4463,-1286,-2278,-529,shake
1790002733.6736095,-3784,1507,3981,-1706,-3478,-476,shake
1790002733.6835077,-2514,787,3365,-2144,-4115,-714,shake
1790002733.6934192,-1494,96,3258,-2176,-4345,-444,shake
1790002733.7034838,-427,-158,2675,-2260,-4278,-958,shake
1790002733.7136624,684,-1242,3252,-2148,-3969,-1003,shake
1790002733.723737,2241,-1903,2943,-1629,-3701,-1276,shake
1790002733.7336304,5554,-1674,3266,-694,-3216,-1499,shake
1790002733.743527,5496,-1387,3933,-124,-951,-1161,shake
1790002733.753674,2651,-1243,3605,174,1538,154,shake
1790002733.7636163,1140,-933,3789,477,2565,845,shake
1790002733.7736614,1015,-1152,3500,637,2767,887,shake
1790002733.7837694,881,-819,2862,1087,3056,1240,shake
1790002733.7935019,249,-302,3126,1278,3796,1329,shake
1790002733.80345,-1026,-381,3320,1352,4449,1398,shake
1790002733.812381,-2476,593,3509,1454,4536,1005,shake
1790002733.82259,-3775,404,4125,1474,4026,1248,shake
1790002733.833443,-4620,1430,4308,1742,2979,1421,shake
1790002733.8434591,-5053,2361,4145,1525,1792,1059,shake
1790002733.8536942,-5487,2499,4271,822,836,526,shake
1790002733.8632283,-5170,2441,4342,105,-44,7,shake
1790002733.8734477,-4891,2395,4648,-634,-531,-553,shake
1790002733.8834684,-5273,1857,5053,-1247,-961,-787,shake
1790002733.8936214,-4529,2066,4473,-1544,-2070,-718,shake
1790002733.9036417,-3313,1480,3930,-1981,-3032,-575,shake
1790002733.9135678,-2586,1152,3507,-2336,-3412,-688,shake
1790002733.9234824,-1455,588,3379,-2498,-3663,-755,shake
1790002733.9335797,-129,-205,3105,-2473,-3592,-633,shake
1790002733.943478,837,-412,3954,-2105,-3079,-219,shake
1790002733.953594,1041,-1290,3896,-2005,-2236,-231,shake
1790002733.9634757,834,-2018,4104,-1406,-1396,480,shake
1790002733.9737391,524,-2083,3721,-932,-712,360,shake
1790002733.9838674,349,-2427,3724,-390,-278,589,shake
1790002733.9935036,344,-2566,3758,76,103,481,shake
1790002734.0034373,-94,-2383,3877,698,516,470,shake
1790002734.0137305,-393,-1745,3805,1107,759,168,shake
1790002734.0238082,-880,-1319,3682,1258,857,135,shake
1790002734.0325806,-1449,-1421,3726,1306,763,199,shake
1790002734.042374,-1413,-1286,3946,1634,507,152,shake
1790002734.0526133,-1824,-135,3872,1992,482,-253,shake
1790002734.0639226,-2745,700,4004,2003,428,-376,shake
1790002734.0724404,-3328,934,4171,1803,-156,-294,shake
