timestamp,ax,ay,az,gx,gy,gz,label
1789897943.7187376,6602,-15920,6702,-1511,214,74,wave
1789897943.7299895,6230,-16628,6524,-1231,232,8,wave
1789897943.7387905,5894,-17356,6106,-927,210,-25,wave
1789897943.748721,5782,-17630,6084,-596,192,-54,wave
1789897943.7587836,5178,-17986,6160,-273,190,-78,wave
1789897943.7698827,4698,-17968,6066,44,121,-84,wave
1789897943.779693,4930,-17192,6334,370,7,-90,wave
1789897943.7888453,5336,-16336,6806,676,-88,-103,wave
1789897943.7997718,5720,-15194,7404,958,-140,-134,wave
1789897943.8098905,6204,-13914,7984,1212,-155,-185,wave
1789897943.819939,7198,-12662,8278,1433,-142,-259,wave
1789897943.82984,8012,-11424,8742,1644,-85,-346,wave
1789897943.8387046,8724,-9972,9142,1832,-19,-423,wave
1789897943.8499324,8852,-8764,9488,1991,52,-442,wave
1789897943.8589082,8600,-8154,9698,2134,118,-444,wave
1789897943.8688996,8450,-7838,9542,2297,152,-449,wave
1789897943.8788953,8474,-7010,9756,2524,180,-455,wave
1789897943.8897984,9028,-4170,10480,2808,206,-502,wave
1789897943.8987584,9846,-374,12454,3041,272,-604,wave
1789897943.9098005,10706,3324,14024,3126,407,-750,wave
1789897943.9198732,10448,5854,15318,3064,646,-877,wave
1789897943.9289052,8882,6996,16634,2924,921,-904,wave
1789897943.9398682,6438,8574,17602,2783,1041,-845,wave
1789897943.9497688,5530,10924,18858,2650,899,-753,wave
1789897943.9598596,6288,13260,20344,2455,623,-633,wave
1789897943.9697673,7228,15120,21552,2186,392,-495,wave
1789897943.9798539,7618,16942,22828,1860,264,-333,wave
1789897943.9897578,7464,18130,23572,1452,193,-182,wave
1789897943.99984,7788,17972,23598,1004,138,-121,wave
1789897944.0099068,7988,17912,23920,638,110,-99,wave
1789897944.01983,8372,18122,24328,345,81,-58,wave
1789897944.0298932,8636,18446,24444,42,68,-65,wave
1789897944.0399559,8814,18108,24294,-303,52,-50,wave
1789897944.049898,9058,17566,23926,-658,-4,11,wave
1789897944.0598404,8792,16904,23368,-1005,-61,151,wave
1789897944.0699058,8198,15746,22584,-1345,-138,334,wave
1789897944.0798635,7672,14550,21632,-1664,-264,485,wave
1789897944.0899334,7430,13214,20866,-1961,-404,636,wave
1789897944.0998518,7488,11956,19714,-2233,-537,732,wave
1789897944.1099422,7088,10282,18690,-2488,-623,816,wave
1789897944.1198132,6896,8226,17272,-2707,-707,920,wave
1789897944.1297936,6868,6686,16376,-2863,-795,949,wave
1789897944.139825,7064,4814,15150,-2990,-890,960,wave
1789897944.1497276,7752,3098,14112,-3081,-952,943,wave
1789897944.1598165,8734,1844,13392,-3142,-947,903,wave
1789897944.1697187,9756,-276,12032,-3194,-869,898,wave
1789897944.1799877,10370,-2562,11046,-3185,-710,860,wave
1789897944.19008,10490,-4742,10126,-3097,-540,845,wave
1789897944.2000053,10134,-6934,9116,-2963,-375,830,wave
1789897944.2098682,9958,-9154,8220,-2794,-212,749,wave
1789897944.2198215,9358,-11180,7692,-2573,-31,664,wave
1789897944.2298942,8346,-12556,7354,-2299,142,544,wave
1789897944.239776,7172,-13182,7246,-2012,285,391,wave
1789897944.249879,6042,-13662,7292,-1755,375,258,wave
1789897944.259779,5602,-14114,7292,-1538,384,146,wave
1789897944.268779,5044,-14908,7018,-1348,357,79,wave
1789897944.2787693,4878,-15686,6738,-1160,274,66,wave
1789897944.2887778,4882,-16664,6238,-971,166,103,wave
1789897944.30012,4872,-17832,5842,-775,82,120,wave
1789897944.3102567,4802,-19016,5324,-543,18,127,wave
1789897944.320128,4704,-19932,4840,-258,-23,98,wave
1789897944.3299263,4798,-19816,4844,85,-47,41,wave
1789897944.3401067,5034,-19106,5296,443,-73,-8,wave
1789897944.350017,5118,-17988,5654,777,-88,-70,wave
1789897944.3599925,5146,-16770,6030,1072,-100,-133,wave
1789897944.3698592,5720,-15902,6394,1335,-112,-209,wave
1789897944.3799837,6476,-14528,6836,1602,-100,-312,wave
1789897944.3898158,7166,-13212,7314,1856,-70,-407,wave
1789897944.3997576,7874,-11882,7758,2087,-29,-505,wave
1789897944.4088953,8432,-10782,8068,2311,39,-588,wave
1789897944.4188707,8520,-9858,8228,2559,146,-684,wave
1789897944.4289083,8300,-8472,8376,2846,284,-811,wave
1789897944.4387865,7814,-7000,8540,3148,428,-950,wave
1789897944.4498217,7058,-4412,9002,3456,585,-1129,wave
1789897944.4598942,6752,-1518,9638,3722,707,-1292,wave
1789897944.4698017,7182,2602,11110,3919,830,-1466,wave
1789897944.479906,7712,7164,13862,4002,983,-1572,wave
1789897944.4900389,7766,12462,17020,3915,1087,-1564,wave
1789897944.5000784,7728,17482,20118,3652,1101,-1387,wave
1789897944.5100143,7904,20572,22626,3167,1057,-1109,wave
1789897944.519863,7888,21948,24996,2531,984,-835,wave
1789897944.5297968,6888,22510,25984,1889,895,-530,wave
1789897944.539867,5804,22354,26062,1269,736,-304,wave
1789897944.5498996,5914,20696,26108,308,162,47,wave
1789897944.5587492,6708,20272,25786,-91,-118,138,wave
1789897944.5697553,8346,19216,24992,-515,-333,131,wave
1789897944.5798783,9378,17200,23844,-934,-426,169,wave
1789897944.5899794,9284,15748,22912,-1265,-464,250,wave
1789897944.5998733,8812,14146,21958,-1556,-541,378,wave
1789897944.6099775,9042,12544,20990,-1827,-652,465,wave
1789897944.6199172,9068,10914,19876,-2075,-717,549,wave
1789897944.6297631,8800,9392,18666,-2298,-751,652,wave
1789897944.6398346,8334,7412,17444,-2496,-781,774,wave
1789897944.6497371,8310,5518,16162,-2639,-819,826,wave
1789897944.6598184,8346,4250,15288,-2726,-836,827,wave
1789897944.6697326,8218,2638,14370,-2792,-836,824,wave
1789897944.6787894,8292,846,13532,-2848,-831,818,wave
1789897944.689926,8674,-1508,12652,-2877,-799,828,wave
1789897944.6998246,9124,-3368,11656,-2848,-729,793,wave
1789897944.7099278,9290,-4892,10966,-2772,-633,796,wave
1789897944.7200246,9276,-6878,10222,-2663,-542,815,wave
1789897944.7298977,9306,-8478,9598,-2507,-443,753,wave
1789897944.7398162,9044,-9470,9408,-2306,-307,650,wave
1789897944.749936,8818,-10266,9148,-2095,-175,537,wave
1789897944.7598035,8464,-11466,8756,-1910,-41,411,wave
1789897944.7687955,8122,-12756,8298,-1709,87,279,wave
1789897944.7797916,7676,-13496,8018,-1476,202,141,wave
1789897944.7887561,7256,-13968,8116,-1239,276,41,wave
1789897944.7988214,6394,-14186,8204,-1033,301,26,wave
1789897944.8102036,6078,-14946,7794,-870,259,80,wave
1789897944.8188367,5766,-15622,7574,-693,197,109,wave
1789897944.8288763,5382,-16470,7154,-486,120,145,wave
1789897944.8399088,5200,-17286,6852,-235,46,141,wave
1789897944.8501189,5552,-17246,6822,68,-16,95,wave
1789897944.8600874,5832,-16250,7336,397,-32,23,wave
1789897944.8701768,6032,-14792,7948,704,-27,-65,wave
1789897944.8800228,6264,-13362,8620,956,-6,-181,wave
1789897944.8888886,6592,-12048,9242,1159,29,-270,wave
1789897944.8989098,6828,-10552,9954,1332,73,-351,wave
1789897944.909808,7174,-9264,10550,1460,119,-412,wave
1789897944.9199076,7408,-8480,11078,1572,156,-487,wave
1789897944.9297938,7648,-7796,11512,1703,195,-561,wave
1789897944.939924,8194,-6738,11892,1871,227,-642,wave
1789897944.9497898,8882,-4888,12564,2061,296,-762,wave
1789897944.959862,9742,-2738,13538,2227,387,-897,wave
1789897944.969772,10750,-796,14596,2369,507,-971,wave
1789897944.9798656,11746,1294,15808,2491,684,-944,wave
1789897944.9897473,11930,4400,17262,2610,857,-749,wave
1789897944.9998527,10456,9342,19808,2711,918,-313,wave
1789897945.0088117,8704,14952,22074,2653,822,120,wave
1789897945.0187666,7962,18664,24374,2289,663,358,wave
1789897945.0287652,7616,18754,25286,1702,564,441,wave
